metier,competences
Chef de projet technique,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site"
Chef de projet technique,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Maîtrise des outils bureautiques. Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques"
Chef de projet technique,"Démonter les équipements, les structures (cellules, ...) et les circuits hydrauliques, pneumatiques, et électriques de l'aéronef. Identifier les phases d'intervention sur l'aéronef selon le type d'entretien et à partir des dossiers techniques, du livre de bord, .... Vérifier l'intégrité d'une structure électronique"
Chef de projet technique,"Constituer et faire évoluer les nomenclatures des plans, dossiers de définition. Identifier la demande et réaliser les ébauches, schémas de pièces, systèmes, sous-ensembles ou ensembles. Réaliser et faire évoluer les schémas, les plans de détails, de sous-ensembles ou d'ensembles. Réaliser les relevés dimensionnels de pièces, sous-ensembles ou ensembles. Étudier et concevoir des pièces, sous-ensembles ou ensembles"
Chef de projet technique,"Concevoir une procédure d'intervention de maintenance. Planifier une opération de maintenance. Proposer une amélioration technique pour un équipement ou une installation. Superviser la conformité des interventions et du fonctionnement des équipements, matériels et installations (réceptions, tests, essais, réglages, ...). Superviser une opération de maintenance"
Chef de projet technique,"Appliquer les mesures correctives. Communiquer sur ses activités, résultats et observations auprès de sa structure. Contrôler un réseau ou un équipement d'exploitation. Entretenir des canalisations. Réaliser un suivi d'activité"
Chef de projet technique,"Constituer et faire évoluer les nomenclatures des plans, dossiers de définition. Identifier la demande et réaliser les ébauches, schémas de pièces, systèmes, sous-ensembles ou ensembles. Réaliser et faire évoluer les schémas, les plans de détails, de sous-ensembles ou d'ensembles. Réaliser les relevés dimensionnels de pièces, sous-ensembles ou ensembles. Étudier et concevoir des pièces, sous-ensembles ou ensembles"
